age,salary,gender,country,purchase
42,63577.02,1,Solomon Islands,480.05
25,48881.22,1,Honduras,114.54
60,34778.84,1,Suriname,615.72
52,21219.62,1,Uruguay,666.07
33,139910.82,0,Martinique,932.13
35,124779.11,0,Cameroon,473.52
60,41487.83,0,Macao,147.91
60,52930.92,1,Saint Pierre and Miquelon,943.24
50,124192.2,1,Gibraltar,18.2
32,38206.99,1,Yemen,65.65
52,78052.24,1,Taiwan,46.92
46,25879.36,1,Pakistan,541.62
35,89108.82,0,Somalia,773.98
62,89578.75,1,Liechtenstein,626.6
60,76752.06,0,Netherlands,547.2
46,23925.79,0,Suriname,92.52
36,62817.03,1,Slovakia (Slovak Republic),870.36
23,32520.38,0,Bahrain,927.12
45,94600.6,1,Libyan Arab Jamahiriya,142.81
35,110710.45,0,Egypt,593.9
65,114751.65,1,Kuwait,247.98
22,31292.75,0,Western Sahara,284.83
40,61432.91,0,Netherlands Antilles,410.33
61,97121.58,1,Italy,941.94
34,55357.5,1,Mexico,359.35
42,143143.34,0,China,645.04
26,143322.09,0,Eritrea,14.06
39,141998.96,1,Benin,834.76
20,111112.54,1,Panama,271.57
59,63960.45,1,Vanuatu,356.9
31,86025.38,1,Czech Republic,496.85
50,88864.06,0,Nauru,388.45
18,58082.75,1,North Macedonia,621.77
41,145349.34,1,Kenya,510.83
37,40348.67,1,Bhutan,130.71
60,74787.75,1,Vanuatu,715.98
48,127940.15,0,Christmas Island,924.09
53,70101.14,0,Saint Kitts and Nevis,50.24
32,147748.62,0,Bosnia and Herzegovina,386.65
39,78396.8,0,Benin,225.41
28,110936.41,0,Tokelau,75.86
29,107450.22,0,Maldives,162.6
22,93739.48,1,Grenada,164.31
19,131474.88,0,Palau,147.56
62,85695.37,0,Andorra,478.49
20,119154.95,1,Guam,83.8
25,94278.69,0,Western Sahara,694.23
36,25282.92,0,Cayman Islands,585.24
65,47587.33,0,Egypt,566.44
58,126898.82,0,Nauru,37.62
53,55168.49,0,Myanmar,616.08
33,146352.25,1,Costa Rica,12.76
21,41366.39,0,Canada,962.78
18,55632.64,1,Fiji,829.78
19,111676.57,0,South Georgia and the South Sandwich Islands,52.3
40,65112.92,1,Madagascar,722.92
63,44882.22,1,Palestinian Territory,292.05
53,89758.89,1,Slovenia,709.42
56,115875.3,1,Iceland,768.54
39,31660.75,0,Uzbekistan,635.38
41,149210.07,1,Peru,811.84
40,76167.54,0,Bouvet Island (Bouvetoya),13.15
33,130245.04,1,Libyan Arab Jamahiriya,963.34
38,133930.56,1,Morocco,981.82
32,77138.67,0,Botswana,142.56
51,103297.45,0,Central African Republic,652.24
55,90363.66,0,Northern Mariana Islands,200.29
27,87359.84,1,Suriname,730.22
40,84842.38,0,Hong Kong,568.59
21,79031.23,0,Saint Pierre and Miquelon,276.0
53,114998.02,0,Benin,499.98
27,96092.34,0,Russian Federation,737.49
59,101800.63,1,Saint Barthelemy,122.79
65,132413.49,0,Palau,390.76
55,21850.1,0,Nigeria,887.81
64,24215.02,1,Djibouti,901.94
47,43919.6,0,Congo,496.18
50,143514.38,0,Cameroon,213.55
24,67538.22,0,South Africa,387.57
56,84070.36,0,Faroe Islands,168.81
46,50375.24,1,Bermuda,906.01
57,77628.82,0,Israel,557.62
63,28036.23,0,Brunei Darussalam,721.87
33,82416.38,1,Saint Martin,24.38
38,145998.96,0,Vietnam,493.27
46,52969.29,1,Myanmar,143.49
31,88441.65,0,Belgium,97.26
41,133529.93,0,Mayotte,903.24
37,27657.46,1,Portugal,598.44
39,144959.22,1,Morocco,702.53
48,85049.81,0,Macao,816.68
52,128173.21,0,Montserrat,459.4
36,47199.21,1,Mongolia,442.67
55,64622.53,1,Libyan Arab Jamahiriya,545.88
39,29327.98,0,Djibouti,603.18
22,45570.74,0,Guadeloupe,901.19
38,73660.36,0,Guyana,719.99
27,62197.46,1,Switzerland,327.55
55,123074.21,0,Cambodia,589.49
25,134915.91,1,Italy,862.88
60,30780.33,1,Hong Kong,108.44
53,130450.81,1,Guatemala,853.36
28,122339.57,1,Nepal,463.33
38,117551.64,1,Svalbard & Jan Mayen Islands,579.91
62,36107.11,1,Mauritius,810.28
18,41055.85,0,Christmas Island,812.99
50,79510.03,1,Guinea-Bissau,279.45
34,38355.9,1,Aruba,576.98
20,89268.55,0,Poland,623.08
38,45890.97,0,Korea,477.24
50,65960.78,0,Colombia,176.74
18,47025.87,1,Gabon,824.16
45,82188.09,1,Puerto Rico,606.55
28,109087.39,0,Mexico,549.37
63,64774.62,0,Ethiopia,879.58
23,132966.31,1,Sweden,923.44
37,51360.27,0,Jamaica,524.62
23,114095.25,1,Greenland,845.7
22,136954.53,0,Liechtenstein,607.16
63,131209.95,0,Moldova,755.47
33,148832.17,1,Zambia,618.4
29,68208.73,0,Germany,243.95
52,45659.47,0,India,524.66
45,65866.1,1,British Indian Ocean Territory (Chagos Archipelago),505.33
38,28067.26,1,Macao,832.23
26,21541.01,0,Moldova,344.9
64,107334.14,0,Luxembourg,397.76
29,109623.76,0,Tunisia,564.77
49,50971.32,1,Guatemala,613.73
23,105843.11,1,Turkmenistan,171.86
28,53886.47,1,Colombia,230.76
22,68498.17,0,Bouvet Island (Bouvetoya),894.54
62,78583.54,1,United States Virgin Islands,796.68
43,145528.61,1,Micronesia,608.38
37,27956.67,0,Central African Republic,631.49
63,35202.96,0,Bahamas,256.61
59,116194.58,0,Slovenia,59.58
47,52076.41,1,Burundi,251.37
65,116898.32,0,Norway,532.0
65,41216.13,1,India,365.46
52,101221.73,1,Malaysia,833.09
49,50893.8,1,Namibia,523.13
53,61983.83,0,Mauritius,752.02
29,122763.09,0,Brazil,891.64
55,107799.51,1,Australia,905.39
52,89739.45,0,Lebanon,162.92
51,148449.4,0,Kiribati,123.73
19,89537.22,1,Philippines,294.59
61,88973.38,1,South Georgia and the South Sandwich Islands,745.71
39,57810.35,0,Mauritania,572.06
47,80822.68,0,Portugal,523.97
44,82133.59,1,Kuwait,775.05
25,110783.64,1,Finland,833.89
23,127419.73,0,Albania,165.02
49,52072.1,0,Faroe Islands,114.03
47,66551.14,0,Zimbabwe,309.27
63,106345.72,1,Belize,673.01
54,40201.22,0,United States Minor Outlying Islands,535.85
63,45417.3,1,Lao People's Democratic Republic,383.92
42,145468.27,0,Qatar,625.25
36,63726.6,1,Pitcairn Islands,329.97
36,84153.83,1,Turkey,687.76
46,119572.92,1,Lesotho,694.25
19,85318.75,0,Zambia,578.04
38,45581.13,1,Jamaica,111.34
21,149960.65,1,Azerbaijan,244.7
28,148169.35,1,Botswana,863.98
64,87114.77,0,Macao,846.48
52,23007.31,1,Tunisia,186.08
21,58984.55,1,Gabon,817.0
45,136716.92,0,Nauru,24.0
49,31064.0,1,Namibia,317.27
22,129181.64,1,Norway,398.58
23,137802.05,1,El Salvador,51.4
26,91354.73,1,Grenada,913.81
50,107832.59,0,Cook Islands,236.32
53,109104.22,1,Saint Barthelemy,381.23
65,87456.08,1,Svalbard & Jan Mayen Islands,971.22
47,25226.91,1,Guernsey,811.46
27,107680.93,1,British Indian Ocean Territory (Chagos Archipelago),464.36
64,142327.86,0,United States Minor Outlying Islands,677.97
48,110508.12,1,Gambia,563.61
59,122768.8,0,Djibouti,115.14
59,70387.2,0,Indonesia,935.71
20,73603.46,1,Singapore,25.17
49,41986.2,0,Mongolia,870.82
28,142310.65,1,Estonia,130.15
31,92945.82,0,Slovakia (Slovak Republic),467.16
25,126464.58,0,Christmas Island,917.5
38,29333.58,1,Luxembourg,738.3
57,130221.66,0,Falkland Islands (Malvinas),137.68
31,39195.6,1,Venezuela,59.51
25,51276.31,0,Monaco,259.0
51,115396.74,1,Pakistan,842.95
38,94978.74,0,South Georgia and the South Sandwich Islands,613.09
60,105168.03,0,Monaco,774.43
58,71484.94,0,Bahrain,654.2
35,139572.65,1,Haiti,324.96
64,137261.09,0,Saint Martin,155.57
48,58264.48,0,Cook Islands,346.65
59,80230.95,1,Guernsey,515.03
21,47210.83,0,Eritrea,356.66
35,44216.65,1,Mongolia,358.09
23,40978.53,1,Singapore,902.94
25,143068.82,0,Djibouti,363.47
21,56552.72,0,Bulgaria,738.53
35,133722.33,0,Brunei Darussalam,868.06
52,120979.39,1,Norfolk Island,46.83
39,119940.87,0,Mozambique,418.77
44,137228.81,1,Turkey,679.73
49,73314.49,1,India,458.26
50,35093.72,0,Switzerland,902.0
41,68905.63,1,British Virgin Islands,376.44
64,54986.62,1,Anguilla,681.1
26,38666.53,1,French Southern Territories,186.94
56,34320.18,1,Belarus,36.27
37,65705.37,1,Senegal,849.44
32,85891.78,1,Finland,684.64
39,146279.73,0,Moldova,52.14
65,29036.5,1,Cambodia,767.38
61,34850.02,1,Eritrea,706.08
65,108410.09,0,Indonesia,718.61
41,74241.45,0,Qatar,661.46
42,120488.98,0,Bulgaria,715.86
59,69657.68,0,Ukraine,337.47
30,66676.63,1,Saint Barthelemy,837.74
20,75565.2,0,Eritrea,247.9
37,102957.6,0,Turks and Caicos Islands,217.32
58,22572.23,1,Lithuania,768.36
46,141298.17,1,Colombia,874.44
34,43157.69,0,Azerbaijan,273.28
58,149237.19,1,Swaziland,403.43
25,99266.31,1,Korea,714.88
53,139222.76,1,Latvia,50.5
39,142526.7,1,Niue,816.13
33,55640.45,1,Palestinian Territory,607.11
45,124825.93,1,Andorra,638.25
36,29321.91,1,Taiwan,67.82
46,93065.6,0,Germany,651.01
57,65342.21,0,Zambia,28.68
29,32211.52,0,Armenia,590.65
59,69661.78,0,Australia,555.33
26,145780.55,0,Cape Verde,928.88
34,146993.71,1,Singapore,135.17
23,56529.29,0,Thailand,441.15
30,20192.37,1,Iceland,531.19
55,33650.83,0,Chad,726.99
39,117073.26,0,Luxembourg,349.23
45,108164.37,0,Dominica,495.63
53,142526.04,1,Congo,951.8
33,76516.55,0,Cyprus,526.3
58,47022.3,0,Algeria,561.14
65,109138.44,0,Turkey,833.5
42,131429.85,1,Mongolia,858.54
61,39311.87,1,Ethiopia,80.76
21,54430.98,0,Estonia,34.21
20,120955.33,1,United States of America,925.09
29,45205.18,1,United States Virgin Islands,880.44
58,27937.97,1,Micronesia,621.72
40,63862.13,1,France,333.37
22,92093.05,0,Antarctica (the territory South of 60 deg S),489.66
39,143555.67,0,Luxembourg,664.6
41,141212.89,0,Mali,715.61
19,42537.72,1,Syrian Arab Republic,94.94
24,118423.03,0,Namibia,561.85
57,48666.73,1,Syrian Arab Republic,958.07
63,82326.97,0,Bahrain,992.87
31,22512.62,1,Mauritania,910.75
48,45812.5,1,Madagascar,238.83
38,131050.18,1,British Indian Ocean Territory (Chagos Archipelago),654.83
30,80319.39,1,Georgia,852.2
36,36589.61,1,Heard Island and McDonald Islands,520.1
37,131020.08,1,Cuba,354.8
62,40850.44,0,Guinea,776.3
54,87580.64,0,Cambodia,556.42
37,72391.02,1,Rwanda,386.31
30,145388.64,1,Guinea-Bissau,837.52
36,123951.96,0,American Samoa,14.74
39,74811.86,0,Uganda,493.44
46,91587.09,0,Austria,215.41
55,72148.56,1,Denmark,331.41
30,101646.1,1,Cuba,196.11
34,144721.9,0,Croatia,78.99
61,120966.66,1,Algeria,22.4
19,55498.54,0,Guyana,284.39
63,45941.71,1,Antigua and Barbuda,839.54
61,92025.61,1,French Guiana,919.0
43,119473.99,0,Saint Helena,405.93
50,147639.85,1,Grenada,848.8
32,141883.44,0,Spain,377.51
27,112739.19,1,Antigua and Barbuda,379.36
60,148605.62,0,Lebanon,792.44
64,25479.75,1,Trinidad and Tobago,867.12
37,62754.12,1,Niger,999.33
44,149832.69,1,United Kingdom,230.17
49,125539.87,1,Germany,538.99
18,95195.67,0,United Arab Emirates,647.83
32,116827.76,1,Madagascar,838.74
49,71486.27,0,Venezuela,88.29
56,38135.0,1,Puerto Rico,537.94
38,112338.78,1,French Guiana,938.74
60,95609.43,1,Belize,469.68
53,21471.03,0,Saint Pierre and Miquelon,180.84
28,145575.41,1,Italy,92.27
20,112912.93,1,Guatemala,204.84
62,42393.46,0,Seychelles,295.45
57,134874.26,1,Luxembourg,627.75
20,63445.25,0,Sudan,951.35
43,77915.43,1,Russian Federation,78.1
35,142305.27,0,Tonga,445.55
62,30677.26,1,Chad,627.71
61,123841.28,0,Saint Pierre and Miquelon,916.77
48,120205.95,1,Belize,692.88
31,86536.81,0,Turks and Caicos Islands,353.27
30,78243.54,1,Sweden,950.66
64,57196.25,0,Micronesia,204.2
35,139196.63,0,Saint Barthelemy,100.18
53,29935.53,1,French Southern Territories,199.58
32,105726.49,1,Slovakia (Slovak Republic),63.75
63,125608.5,0,Cook Islands,829.97
37,85377.23,1,Equatorial Guinea,581.02
64,126822.33,1,Cyprus,462.24
47,90570.07,0,Gambia,440.78
31,67370.54,0,Korea,900.49
23,94090.87,1,Bahamas,312.96
40,96115.64,0,Lithuania,897.49
58,79846.44,0,Saint Lucia,688.17
30,26437.14,0,Reunion,57.23
34,39530.65,1,Dominica,272.19
56,64530.27,0,Montserrat,43.06
52,118314.49,0,Kuwait,631.41
25,148854.39,0,Rwanda,340.84
61,142261.91,1,Somalia,919.14
21,143958.17,1,Iceland,451.57
22,103159.86,0,Puerto Rico,207.89
43,135594.79,1,Honduras,677.95
62,56743.35,0,Svalbard & Jan Mayen Islands,363.1
24,62380.78,1,Italy,432.23
34,47304.35,1,Gabon,463.53
32,100402.48,1,Vietnam,104.05
52,42280.45,1,Cuba,263.72
51,92949.4,0,Ecuador,242.09
61,74194.27,1,Gibraltar,684.63
55,101278.93,0,Papua New Guinea,732.09
53,26314.0,1,Malawi,415.79
43,68118.5,0,Sweden,799.15
24,107249.12,1,Puerto Rico,937.59
38,45260.69,1,Luxembourg,398.67
30,110349.37,1,Mauritius,864.26
24,100570.19,0,Haiti,640.37
62,38054.61,1,Chile,793.53
40,115488.41,1,Kiribati,290.24
36,111418.98,0,Belgium,636.65
26,133538.95,1,Latvia,689.37
47,128009.31,0,Somalia,291.19
58,75070.85,1,Uruguay,976.42
65,56710.42,1,Oman,89.41
40,57524.64,0,Czech Republic,826.52
36,88909.55,1,Afghanistan,869.41
48,34022.15,0,South Georgia and the South Sandwich Islands,430.96
43,68504.89,0,Kuwait,323.12
44,130603.21,0,Hong Kong,643.77
28,134096.44,1,Uzbekistan,832.09
58,21094.25,0,Nicaragua,830.92
32,28543.57,0,Madagascar,285.02
24,131807.18,1,Tajikistan,777.28
46,21254.35,0,Congo,776.55
26,40613.07,0,Bolivia,395.19
54,140974.51,1,Togo,491.75
37,63413.32,1,Saint Barthelemy,719.03
44,125855.36,0,United States Virgin Islands,602.42
65,115507.4,1,Samoa,739.22
40,73576.06,1,Saint Helena,175.62
51,148990.4,1,Holy See (Vatican City State),537.84
42,25305.02,0,Swaziland,140.87
23,146635.73,0,Mauritania,301.17
63,43915.22,1,Gambia,377.77
22,76553.95,1,Ghana,934.42
45,121099.16,1,Luxembourg,857.74
55,105396.2,1,Isle of Man,118.92
36,96804.69,0,Korea,652.52
22,60569.54,1,Central African Republic,878.7
53,71558.52,1,Colombia,496.99
58,69142.54,0,Grenada,791.26
31,71731.32,0,American Samoa,927.47
49,59236.26,1,Equatorial Guinea,471.67
29,115569.42,0,Germany,184.06
65,109495.71,1,Thailand,222.75
47,86350.97,0,Cayman Islands,407.21
26,130774.8,0,Burundi,592.03
50,134661.18,0,Latvia,991.96
25,110726.76,1,Niger,821.82
60,44636.81,1,Norway,98.34
48,52075.88,0,Indonesia,19.63
53,59399.76,1,French Southern Territories,388.96
59,60952.7,0,Sierra Leone,414.97
58,113477.08,1,Dominican Republic,333.22
51,136181.67,0,Central African Republic,405.01
23,110558.84,1,Chad,845.46
41,78638.67,1,Spain,964.9
38,30727.08,0,French Polynesia,733.29
61,117682.04,0,Jamaica,159.47
29,117203.41,0,Burundi,792.57
61,90943.75,1,Philippines,505.14
43,136700.5,1,Cayman Islands,742.51
63,109722.3,1,Moldova,991.39
62,95842.88,1,Kuwait,627.2
18,24197.33,0,Bahamas,285.07
26,29989.5,1,British Virgin Islands,877.39
36,75255.79,0,Cape Verde,689.84
55,24822.84,1,Barbados,733.56
29,141939.06,0,Costa Rica,162.83
53,73719.77,0,Niue,435.14
51,50154.63,0,Greece,574.4
29,86201.06,0,Costa Rica,70.33
48,114538.93,1,El Salvador,81.75
48,89645.91,1,Grenada,82.84
54,94737.92,1,Ethiopia,418.34
41,111919.45,0,Egypt,143.82
26,63424.81,0,Canada,987.53
24,44565.84,1,Eritrea,584.23
34,81835.18,1,Moldova,337.75
56,110099.56,0,Tuvalu,204.05
40,46116.79,0,Samoa,697.73
20,56510.75,1,Congo,206.51
38,102459.8,0,Lao People's Democratic Republic,804.34
49,130126.79,0,Grenada,208.75
54,101091.67,0,Falkland Islands (Malvinas),748.41
50,62020.14,1,Micronesia,735.27
45,116002.41,0,United Arab Emirates,318.43
57,88045.13,1,Uganda,198.35
60,42896.47,0,British Virgin Islands,762.0
61,96903.86,0,Israel,748.92
46,73582.56,1,Congo,486.63
55,93131.64,0,Netherlands Antilles,597.93
52,88484.44,1,Reunion,401.56
64,72748.16,0,Venezuela,989.01
49,39939.96,1,Wallis and Futuna,823.36
43,66234.65,1,Belarus,795.25
26,131148.11,1,Palestinian Territory,247.26
30,127725.87,1,Morocco,918.6
36,110367.24,1,Eritrea,553.93
53,43572.04,1,Paraguay,450.23
34,24945.98,0,Micronesia,319.28
19,74670.41,0,Slovenia,972.93
31,111158.45,1,Western Sahara,861.05
41,146461.62,0,Solomon Islands,350.29
51,95152.36,1,Oman,679.67
56,95668.24,0,Japan,721.71
58,113971.29,0,Sweden,793.76
53,128035.26,0,Montserrat,962.3
35,92767.7,1,El Salvador,425.54
48,96437.91,0,Bermuda,575.92
26,66949.14,1,French Guiana,627.94
21,111302.46,1,British Virgin Islands,221.52
49,126662.84,1,Italy,587.98
47,67297.77,0,Luxembourg,401.27
30,120471.9,1,Latvia,695.21
42,92453.08,1,Brazil,832.08
48,26793.21,1,Solomon Islands,48.09
50,96146.15,1,Suriname,259.25
30,136825.68,0,Gibraltar,223.49
22,44863.57,1,Vietnam,374.96
48,109392.37,1,Bermuda,58.35
60,33829.17,1,Haiti,459.02
31,140627.6,0,Fiji,718.54
64,109956.44,0,Dominican Republic,214.03
18,56783.95,0,Kenya,317.4
65,67821.94,0,Mauritius,587.11
19,27942.04,1,Tuvalu,115.25
49,42738.8,1,Cote d'Ivoire,468.76
36,111495.01,0,Mali,191.39
31,143735.34,1,Guernsey,530.0
53,126165.33,0,Saint Martin,165.75
41,62224.7,0,Bahrain,889.73
34,143671.52,0,Micronesia,604.34
65,122980.78,0,Turks and Caicos Islands,879.5
27,133191.21,1,Japan,744.58
54,57331.33,1,Turks and Caicos Islands,896.97
57,148257.86,1,Syrian Arab Republic,246.96
48,21796.89,1,Tajikistan,965.37
44,77103.35,0,Montserrat,771.77
28,128627.07,0,Antigua and Barbuda,948.06
18,105770.98,0,Bahamas,966.08
51,100326.5,1,Djibouti,562.27
65,37271.29,0,Burkina Faso,90.61
40,27390.36,0,United States Minor Outlying Islands,119.55
34,92878.76,0,British Indian Ocean Territory (Chagos Archipelago),753.8
45,86885.74,1,Indonesia,370.52
54,88814.35,1,Congo,323.29
53,94725.91,0,American Samoa,902.84
58,61969.08,0,Czech Republic,527.73
25,77124.76,0,Suriname,541.58
27,89032.95,0,Antigua and Barbuda,426.9
39,31261.23,0,Isle of Man,602.01
40,135457.59,0,Mongolia,972.18
34,71527.2,1,Rwanda,249.9
55,122843.05,1,Lao People's Democratic Republic,465.85
52,46936.04,1,Isle of Man,334.14
36,51115.31,1,Norway,338.85
43,32026.13,0,Dominican Republic,876.67
24,142314.72,1,Uganda,338.31
21,134005.33,1,New Zealand,87.5
59,44948.42,0,South Africa,330.41
23,58988.37,1,Thailand,998.75
24,54747.76,1,Palau,385.82
58,32173.19,1,Dominica,150.74
45,121222.49,0,Aruba,192.97
44,45144.68,1,Libyan Arab Jamahiriya,952.54
47,29015.23,0,Bulgaria,235.41
40,132340.01,1,Mozambique,809.36
59,125231.05,1,Burundi,630.81
28,72717.98,1,Tokelau,427.58
31,139449.75,1,Sudan,932.12
44,148176.79,0,Nauru,736.91
62,86637.49,0,Brunei Darussalam,353.5
42,85346.75,1,Venezuela,104.69
32,45120.18,1,Svalbard & Jan Mayen Islands,735.94
55,74681.35,0,Saint Pierre and Miquelon,779.23
35,82424.54,0,Nauru,766.02
27,116566.94,1,Anguilla,800.12
65,28804.69,1,Bulgaria,83.76
33,20165.62,1,Honduras,765.04
63,137702.93,0,South Africa,576.97
50,45088.91,1,Azerbaijan,824.16
65,145153.24,1,Palestinian Territory,494.82
60,63429.78,0,Egypt,594.72
29,71731.99,0,Timor-Leste,506.85
58,73998.38,1,Heard Island and McDonald Islands,905.72
57,54249.8,0,Croatia,493.77
22,118125.29,0,Netherlands Antilles,32.28
32,140919.1,0,Vietnam,301.37
63,92292.0,0,Spain,129.89
22,99593.2,1,Papua New Guinea,477.96
44,93509.7,1,Serbia,780.41
56,39605.27,1,Suriname,805.3
48,93460.86,1,Saint Helena,599.17
50,97463.1,0,Cyprus,132.46
28,63892.7,1,French Southern Territories,785.55
41,94281.62,1,Faroe Islands,831.82
53,86343.0,1,Uzbekistan,700.19
52,92784.05,0,Sweden,76.25
60,123473.92,0,Bulgaria,234.76
44,75147.54,1,China,590.48
26,22359.3,0,Seychelles,812.04
22,30506.52,0,Italy,745.06
61,145371.42,0,Tonga,779.92
63,88624.68,1,United States Virgin Islands,668.36
32,127109.19,1,China,373.53
42,99148.04,0,Kyrgyz Republic,231.91
26,106191.26,1,Australia,854.97
21,86635.65,0,Albania,141.87
61,143580.54,0,Bolivia,939.16
22,20908.25,1,Solomon Islands,306.48
57,91300.86,1,Vanuatu,322.48
43,91726.17,1,Iceland,480.36
36,130368.58,1,Norway,307.64
19,51605.38,0,Jamaica,258.33
18,61076.53,0,Senegal,818.72
46,121376.2,1,Tajikistan,406.62
55,121259.1,1,Pakistan,751.52
46,98622.58,0,Wallis and Futuna,970.11
53,120014.65,0,Thailand,577.25
30,41036.24,0,Ecuador,674.47
20,52493.94,1,Cocos (Keeling) Islands,876.63
33,134455.0,1,Peru,258.31
57,121491.04,0,Czech Republic,844.85
21,102818.09,1,Finland,33.77
30,63178.87,1,Guinea-Bissau,590.84
27,54475.68,0,Solomon Islands,784.44
18,103500.2,0,United States Minor Outlying Islands,368.77
33,30175.94,0,Brunei Darussalam,274.68
42,36767.05,0,Equatorial Guinea,576.18
33,81898.64,0,Togo,67.83
47,66062.68,0,Equatorial Guinea,719.07
40,79389.36,1,Mauritania,510.61
63,24188.98,0,Niue,498.38
45,132915.91,0,Suriname,704.94
36,61792.93,1,Gabon,75.15
30,87378.09,1,Trinidad and Tobago,566.62
36,28874.42,0,Uganda,726.9
26,138515.15,1,Greenland,10.61
18,139526.42,0,Iceland,167.44
43,72687.31,0,Guyana,711.73
32,40871.02,0,Faroe Islands,997.17
28,130907.05,0,Germany,567.05
34,108752.6,0,Guinea,846.64
41,44447.67,1,Pitcairn Islands,280.17
51,61695.4,0,Malaysia,30.93
53,88220.72,0,Iran,421.16
58,128188.14,0,Ethiopia,144.63
48,24962.81,0,Luxembourg,685.08
38,107798.84,0,Saint Vincent and the Grenadines,827.76
63,82495.18,1,Latvia,303.09
19,72395.68,1,Nigeria,413.8
41,125445.03,1,Bulgaria,971.3
34,124610.63,1,Moldova,254.38
62,139729.25,1,Andorra,897.42
65,53606.39,1,Cook Islands,726.69
60,79633.41,0,Albania,319.22
34,68659.69,0,Iceland,900.42
51,113692.7,1,Martinique,737.38
57,109448.29,1,Zimbabwe,152.42
36,148317.95,0,Cape Verde,283.74
53,47332.9,0,Sudan,512.95
34,53131.61,0,Canada,538.68
35,35070.05,0,Heard Island and McDonald Islands,233.06
57,112032.15,0,Singapore,593.98
39,119149.7,1,Saint Kitts and Nevis,821.68
23,117791.08,0,Lao People's Democratic Republic,364.78
55,32848.17,1,Palau,136.33
56,121598.88,0,Norway,102.74
65,90008.08,0,South Georgia and the South Sandwich Islands,966.56
48,113037.51,1,Falkland Islands (Malvinas),582.04
18,110350.49,1,Gambia,957.68
54,72990.85,1,Belgium,716.08
24,89892.34,0,Nauru,603.62
39,130733.02,0,Slovakia (Slovak Republic),421.26
46,101140.66,1,Japan,61.0
62,106534.23,0,North Macedonia,319.16
36,33312.51,1,Vietnam,647.33
58,21617.65,0,Kenya,182.96
65,22904.14,1,Iceland,505.56
62,74779.81,1,Iran,929.72
43,59636.97,0,Cambodia,434.78
43,42317.69,1,Bahamas,44.16
57,146514.75,1,Haiti,929.89
27,111577.56,1,Peru,446.09
47,115891.15,1,Pakistan,743.39
52,90659.26,0,Togo,810.7
55,139508.4,0,Brazil,284.94
56,98631.92,1,Cayman Islands,468.13
57,95987.86,1,Dominican Republic,746.4
21,24555.88,1,Greenland,986.51
40,91186.92,0,French Polynesia,496.47
36,122004.12,0,Andorra,640.32
35,137542.25,1,Saint Martin,331.54
30,80709.51,1,Cocos (Keeling) Islands,144.24
33,50925.56,0,Panama,589.1
41,91845.72,1,Georgia,400.83
19,47657.95,0,Isle of Man,713.78
30,61427.2,0,Norfolk Island,446.68
30,55507.37,0,Philippines,328.68
51,83147.27,1,Greece,560.04
38,46584.88,0,Korea,378.53
53,145555.69,0,Tajikistan,877.54
36,69588.89,0,Monaco,148.68
25,69450.39,0,Togo,59.59
55,72550.37,1,Grenada,899.82
49,143997.69,1,India,660.24
60,134822.16,1,Cayman Islands,99.71
54,76627.55,1,Singapore,928.55
46,34543.38,1,Ecuador,872.78
52,129170.06,0,Mauritania,114.54
38,66835.43,1,Sri Lanka,980.7
54,94123.8,0,Korea,560.81
39,70832.33,1,Georgia,405.13
40,109199.52,1,Mayotte,581.81
20,137205.07,0,San Marino,485.0
27,101876.69,0,Ireland,905.05
65,67561.75,1,Saint Helena,595.89
53,62896.05,1,Cook Islands,740.45
32,129419.79,0,Greece,782.26
44,40327.65,1,Lithuania,64.71
36,62191.51,1,Turkmenistan,136.9
37,142591.41,1,Anguilla,668.48
24,82007.22,1,French Guiana,721.46
18,29086.85,1,Iceland,649.85
56,45542.99,0,Eritrea,135.77
39,71909.58,0,Luxembourg,826.64
55,91465.62,1,Latvia,597.0
37,126772.89,0,Tokelau,277.89
22,66914.95,0,Saudi Arabia,607.92
64,54082.88,0,Sierra Leone,389.73
65,55305.41,0,Aruba,785.35
41,113595.64,0,San Marino,671.32
34,45581.08,0,Cambodia,675.24
59,146036.99,1,Turkey,587.23
45,48412.05,1,Marshall Islands,881.4
36,63562.87,1,Paraguay,199.73
38,65523.28,1,Grenada,612.8
34,128516.36,0,Sierra Leone,751.31
27,132932.34,0,Equatorial Guinea,607.19
60,75772.78,0,United States Minor Outlying Islands,332.83
43,105862.8,0,Iceland,813.55
63,146851.77,0,Philippines,132.64
38,85752.17,1,Canada,152.2
35,97480.96,0,Cook Islands,612.54
62,20799.69,1,Senegal,93.28
22,74752.33,0,India,679.46
20,33478.83,0,Saint Kitts and Nevis,234.02
55,58370.25,0,Panama,426.13
29,44362.59,0,Dominican Republic,240.99
53,48375.52,0,Comoros,490.35
36,84595.82,0,Turks and Caicos Islands,276.4
21,146105.56,1,Italy,670.11
42,35946.28,1,Serbia,810.37
20,87735.06,0,Bolivia,548.59
19,146124.68,0,Svalbard & Jan Mayen Islands,390.52
45,80539.66,1,Dominica,844.62
61,33282.12,0,Svalbard & Jan Mayen Islands,948.36
62,75816.54,0,Gibraltar,23.14
35,103210.11,0,Isle of Man,282.21
20,68612.64,0,Wallis and Futuna,887.78
51,108769.76,1,Mexico,834.32
18,132409.44,1,Mozambique,754.89
19,132025.41,1,Eritrea,192.52
62,138949.01,1,Haiti,527.16
31,55284.82,1,Christmas Island,814.54
